Player,Nation,Pos,Squad,Comp,Age,Min,90s,Gls,Ast,G+A,G-PK,xG,npxG,xAG,PrgC,PrgP,Gls_per90,xG_per90,Finishing_Diff
Romano Schmid,AUT,"MF,FW",Werder Bremen,de Bundesliga,23.0,2601,28.9,4,6,10,4,5.2,5.2,6.3,75.0,144.0,0.1384083044982699,0.17993079584775085,-1.2000000000000002
Niklas Schmidt,GER,MF,Toulouse,fr Ligue 1,25.0,1269,14.1,1,1,2,1,1.2,1.2,2.4,20.0,106.0,0.07092198581560284,0.0851063829787234,-0.19999999999999996
Benno Schmitz,GER,DF,Köln,de Bundesliga,28.0,1155,12.8,0,1,1,0,0.2,0.2,0.3,27.0,70.0,0.0,0.015584415584415584,-0.2
Jan Schöppner,GER,MF,Heidenheim,de Bundesliga,24.0,1998,22.2,2,2,4,2,1.1,1.1,1.5,16.0,72.0,0.09009009009009009,0.04954954954954955,0.8999999999999999
Marcel Schuhen,GER,GK,Darmstadt 98,de Bundesliga,30.0,2790,31.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Perr Schuurs,NED,DF,Torino,it Serie A,23.0,770,8.6,1,0,1,1,0.7,0.7,0.0,9.0,19.0,0.11688311688311688,0.0818181818181818,0.30000000000000004
Marvin Schwäbe,GER,GK,Köln,de Bundesliga,28.0,3060,34.0,0,0,0,0,0.0,0.0,0.1,0.0,3.0,0.0,0.0,0.0
Alex Scott,ENG,MF,Bournemouth,eng Premier League,19.0,1014,11.3,1,1,2,1,0.7,0.7,1.7,24.0,50.0,0.08875739644970415,0.0621301775147929,0.30000000000000004
Simone Scuffet,ITA,GK,Cagliari,it Serie A,27.0,2789,31.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Aleksandar Sedlar,SRB,DF,Alavés,es La Liga,31.0,946,10.5,1,0,1,1,0.3,0.3,0.1,6.0,26.0,0.09513742071881608,0.028541226215644817,0.7
Alidu Seidu,GHA,DF,Rennes,fr Ligue 1,23.0,593,6.6,0,0,0,0,0.2,0.2,0.1,14.0,23.0,0.0,0.030354131534569985,-0.2
Alidu Seidu,GHA,DF,Clermont Foot,fr Ligue 1,23.0,1131,12.6,0,1,1,0,0.1,0.1,0.7,16.0,33.0,0.0,0.007957559681697613,-0.1
Nicolas Seiwald,AUT,MF,RB Leipzig,de Bundesliga,22.0,718,8.0,0,2,2,0,0.0,0.0,0.3,3.0,33.0,0.0,0.0,0.0
Davie Selke,GER,FW,Köln,de Bundesliga,28.0,1265,14.1,6,0,6,6,4.8,4.8,0.4,9.0,17.0,0.42687747035573126,0.34150197628458495,1.2000000000000002
Matz Sels,BEL,GK,Nott'ham Forest,eng Premier League,31.0,1440,16.0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Matz Sels,BEL,GK,Strasbourg,fr Ligue 1,31.0,1710,19.0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Nélson Semedo,POR,"DF,MF",Wolves,eng Premier League,29.0,3084,34.3,0,1,1,0,1.3,1.3,1.7,103.0,138.0,0.0,0.03793774319066148,-1.3
Antoine Semenyo,GHA,FW,Bournemouth,eng Premier League,23.0,2105,23.4,8,2,10,8,4.6,4.6,3.2,89.0,64.0,0.342042755344418,0.19667458432304036,3.4000000000000004
Marvin Senaya,TOG,"DF,MF",Strasbourg,fr Ligue 1,22.0,2138,23.8,1,1,2,1,1.2,1.2,2.8,48.0,74.0,0.042095416276894296,0.050514499532273154,-0.19999999999999996
Marcos Senesi,ARG,DF,Bournemouth,eng Premier League,26.0,2242,24.9,4,5,9,4,2.0,2.0,1.7,31.0,127.0,0.16057091882247992,0.08028545941123996,2.0
Suat Serdar,GER,MF,Hellas Verona,it Serie A,26.0,1659,18.4,0,2,2,0,1.0,1.0,1.4,20.0,68.0,0.0,0.054249547920433995,-1.0
Benjamin Šeško,SVN,FW,RB Leipzig,de Bundesliga,20.0,1526,17.0,14,2,16,14,7.7,7.7,1.1,21.0,22.0,0.8256880733944955,0.45412844036697253,6.3
Kevin Sessa,GER,"MF,FW",Heidenheim,de Bundesliga,23.0,1011,11.2,3,0,3,3,2.9,2.9,1.3,29.0,51.0,0.26706231454005935,0.258160237388724,0.10000000000000009
Aaron Seydel,GER,FW,Darmstadt 98,de Bundesliga,27.0,619,6.9,1,0,1,1,1.0,1.0,0.7,7.0,10.0,0.14539579967689822,0.14539579967689822,0.0
Stephan El Shaarawy,ITA,"FW,DF",Roma,it Serie A,30.0,1738,19.3,3,4,7,3,2.5,2.5,2.3,46.0,44.0,0.15535097813578824,0.12945914844649023,0.5
Luke Shaw,ENG,DF,Manchester Utd,eng Premier League,28.0,959,10.7,0,0,0,0,0.0,0.0,1.0,10.0,45.0,0.0,0.0,0.0
Eldor Shomurodov,UZB,"FW,MF",Cagliari,it Serie A,28.0,936,10.4,3,3,6,3,3.5,3.5,1.7,12.0,18.0,0.28846153846153844,0.33653846153846156,-0.5
Vincent Sierro,SUI,MF,Toulouse,fr Ligue 1,27.0,2261,25.1,6,2,8,2,5.9,1.9,2.3,17.0,135.0,0.2388323750552853,0.23485183547103053,0.09999999999999964
Tim Siersleben,GER,DF,Heidenheim,de Bundesliga,23.0,910,10.1,0,0,0,0,0.2,0.2,0.5,12.0,48.0,0.0,0.01978021978021978,-0.2
Kiliann Sildillia,FRA,DF,Freiburg,de Bundesliga,21.0,1806,20.1,0,1,1,0,0.6,0.6,0.8,22.0,70.0,0.0,0.02990033222591362,-0.6
André Silva,POR,FW,Real Sociedad,es La Liga,27.0,729,8.1,3,0,3,2,3.3,2.5,0.3,5.0,7.0,0.3703703703703704,0.4074074074074074,-0.2999999999999998
Bernardo Silva,POR,"MF,FW",Manchester City,eng Premier League,28.0,2578,28.6,6,9,15,6,3.7,3.7,7.6,140.0,177.0,0.2094647013188518,0.1291698991466253,2.3
Caio Henrique Oliveira Silva,BRA,DF,Monaco,fr Ligue 1,26.0,623,6.9,0,5,5,0,0.2,0.2,1.3,16.0,33.0,0.0,0.028892455858747994,-0.2
Rui Silva,POR,GK,Betis,es La Liga,29.0,2475,27.5,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Thiago Silva,BRA,DF,Chelsea,eng Premier League,38.0,2527,28.1,3,1,4,3,0.8,0.8,1.0,2.0,102.0,0.10684606252473289,0.028492283339928773,2.2
Marco Silvestri,ITA,GK,Udinese,it Serie A,32.0,1530,17.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Simakan,FRA,DF,RB Leipzig,de Bundesliga,23.0,2138,23.8,2,3,5,2,3.9,3.9,3.3,34.0,106.0,0.08419083255378859,0.16417212347988774,-1.9
Giovanni Simeone,ARG,FW,Napoli,it Serie A,28.0,800,8.9,1,0,1,1,3.4,3.4,0.6,11.0,13.0,0.1125,0.3825,-2.4
Giuliano Simeone,ARG,FW,Alavés,es La Liga,20.0,630,7.0,1,2,3,1,2.4,1.6,2.0,25.0,24.0,0.14285714285714285,0.34285714285714286,-1.4
Moses Simon,NGA,"FW,MF",Nantes,fr Ligue 1,28.0,1788,19.9,3,5,8,2,4.1,3.3,3.7,146.0,36.0,0.15100671140939598,0.20637583892617448,-1.0999999999999996
Unai Simón,ESP,GK,Athletic Club,es La Liga,26.0,3182,35.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavi Simons,NED,MF,RB Leipzig,de Bundesliga,20.0,2653,29.5,8,11,19,7,8.3,6.7,9.8,151.0,187.0,0.2713908782510366,0.28156803618545045,-0.3000000000000007
Wilfried Singo,CIV,DF,Monaco,fr Ligue 1,22.0,2187,24.3,1,1,2,1,0.8,0.8,1.0,38.0,145.0,0.0411522633744856,0.03292181069958848,0.19999999999999996
Luis Sinisterra,COL,"FW,MF",Bournemouth,eng Premier League,24.0,699,7.8,2,2,4,2,2.5,2.5,2.4,51.0,38.0,0.2575107296137339,0.3218884120171674,-0.5
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,es La Liga,27.0,897,10.0,0,1,1,0,0.2,0.2,0.5,16.0,38.0,0.0,0.020066889632107024,-0.2
Ibrahima Sissoko,MLI,MF,Strasbourg,fr Ligue 1,25.0,1642,18.2,0,1,1,0,1.0,1.0,1.7,15.0,88.0,0.0,0.05481120584652862,-1.0
Moussa Sissoko,FRA,MF,Nantes,fr Ligue 1,33.0,1821,20.2,0,0,0,0,1.3,1.3,1.1,30.0,74.0,0.0,0.06425041186161451,-1.3
Antonio Sivera,ESP,GK,Alavés,es La Liga,26.0,3060,34.0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Tim Skarke,GER,"FW,DF",Darmstadt 98,de Bundesliga,26.0,2404,26.7,8,0,8,8,3.6,3.6,2.1,61.0,80.0,0.2995008319467554,0.13477537437603995,4.4
Ellyes Skhiri,TUN,MF,Eint Frankfurt,de Bundesliga,28.0,2168,24.1,2,2,4,2,2.3,2.3,1.0,10.0,110.0,0.08302583025830258,0.09547970479704797,-0.2999999999999998
Oliver Skipp,ENG,"MF,DF",Tottenham,eng Premier League,22.0,707,7.9,0,0,0,0,0.7,0.7,0.6,8.0,37.0,0.0,0.0891089108910891,-0.7
Leo Skiri Østigård,NOR,DF,Napoli,it Serie A,23.0,1625,18.1,1,0,1,1,0.6,0.6,0.1,13.0,76.0,0.055384615384615386,0.03323076923076923,0.4
Łukasz Skorupski,POL,GK,Bologna,it Serie A,32.0,2880,32.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Robert Skov,DEN,"DF,FW",Hoffenheim,de Bundesliga,27.0,1260,14.0,3,4,7,3,1.8,1.8,1.9,28.0,71.0,0.2142857142857143,0.12857142857142856,1.2
Milan Škriniar,SVK,DF,Paris S-G,fr Ligue 1,28.0,1629,18.1,0,0,0,0,0.2,0.2,0.1,5.0,61.0,0.0,0.011049723756906079,-0.2
Adam Smith,ENG,DF,Bournemouth,eng Premier League,32.0,2150,23.9,0,2,2,0,0.1,0.1,1.3,24.0,89.0,0.0,0.004186046511627907,-0.1
Rubén Sobrino,ESP,"MF,FW",Cádiz,es La Liga,31.0,1646,18.3,0,1,1,0,1.8,1.8,2.3,27.0,34.0,0.0,0.09842041312272175,-1.8
Alex Sola,ESP,"FW,MF",Alavés,es La Liga,24.0,1262,14.0,0,3,3,0,1.6,1.6,2.3,40.0,42.0,0.0,0.11410459587955626,-1.6
Dominic Solanke,ENG,FW,Bournemouth,eng Premier League,25.0,3325,36.9,19,3,22,17,19.6,17.2,3.0,52.0,60.0,0.5142857142857142,0.5305263157894737,-0.6000000000000014
Carlos Soler,ESP,"MF,DF",Paris S-G,fr Ligue 1,26.0,1090,12.1,2,2,4,2,1.5,1.5,2.4,15.0,74.0,0.1651376146788991,0.12385321100917432,0.5
Yann Sommer,SUI,GK,Inter,it Serie A,34.0,3060,34.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Soria,ESP,GK,Getafe,es La Liga,30.0,3413,37.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Sorrentino,ITA,GK,Monza,it Serie A,21.0,548,6.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Sotelo,ESP,MF,Celta Vigo,es La Liga,19.0,721,8.0,0,1,1,0,0.3,0.3,1.6,16.0,55.0,0.0,0.03744798890429958,-0.3
Florian Sotoca,FRA,"MF,FW",Lens,fr Ligue 1,32.0,2598,28.9,7,6,13,3,9.1,5.9,6.5,56.0,156.0,0.24249422632794457,0.31524249422632794,-2.0999999999999996
Riccardo Sottil,ITA,FW,Fiorentina,it Serie A,24.0,1103,12.3,2,3,5,2,2.6,2.6,2.5,66.0,33.0,0.16319129646418856,0.21214868540344517,-0.6000000000000001
Tomáš Souček,CZE,MF,West Ham,eng Premier League,28.0,2870,31.9,7,2,9,7,6.7,6.7,1.7,7.0,86.0,0.21951219512195122,0.21010452961672477,0.2999999999999998
Matìas Soulé,ARG,"FW,MF",Frosinone,it Serie A,20.0,3121,34.7,11,3,14,6,10.5,5.7,6.6,115.0,198.0,0.3172060237103492,0.30278756808715157,0.5
Boubakary Soumaré,FRA,MF,Sevilla,es La Liga,24.0,2286,25.4,0,1,1,0,0.0,0.0,0.9,29.0,102.0,0.0,0.0,0.0
Vinicius Souza,BRA,MF,Sheffield Utd,eng Premier League,24.0,2668,29.6,1,0,1,1,0.6,0.6,0.2,7.0,66.0,0.03373313343328336,0.020239880059970013,0.4
Djibril Sow,SUI,MF,Sevilla,es La Liga,26.0,1460,16.2,1,1,2,1,1.5,1.5,0.8,25.0,73.0,0.06164383561643836,0.09246575342465753,-0.5
Saidou Sow,GUI,DF,Strasbourg,fr Ligue 1,21.0,719,8.0,0,1,1,0,0.3,0.3,0.5,1.0,24.0,0.0,0.037552155771905425,-0.3
Djed Spence,ENG,DF,Genoa,it Serie A,22.0,859,9.5,0,0,0,0,0.2,0.2,0.3,17.0,25.0,0.0,0.020954598370197905,-0.2
Stijn Spierings,NED,MF,Toulouse,fr Ligue 1,27.0,1516,16.8,0,1,1,0,0.4,0.4,0.6,16.0,157.0,0.0,0.023746701846965697,-0.4
Leonardo Spinazzola,ITA,DF,Roma,it Serie A,30.0,1312,14.6,1,2,3,1,0.2,0.2,3.0,108.0,52.0,0.06859756097560976,0.013719512195121951,0.8
Marco Sportiello,ITA,GK,Milan,it Serie A,31.0,630,7.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Stach,GER,MF,Hoffenheim,de Bundesliga,24.0,2321,25.8,2,3,5,2,1.7,1.7,3.5,49.0,143.0,0.07755277897457992,0.06591986212839293,0.30000000000000004
Jens Stage,DEN,MF,Werder Bremen,de Bundesliga,26.0,2327,25.9,3,1,4,3,4.4,4.4,1.9,24.0,85.0,0.11602922217447356,0.17017619252256125,-1.4000000000000004
Josip Stanišić,CRO,DF,Leverkusen,de Bundesliga,23.0,1261,14.0,3,1,4,3,0.8,0.8,1.7,49.0,92.0,0.2141157811260904,0.05709754163362411,2.2
Carl Starfelt,SWE,DF,Celta Vigo,es La Liga,28.0,2216,24.6,1,0,1,1,1.4,1.4,0.2,5.0,38.0,0.04061371841155235,0.05685920577617328,-0.3999999999999999
Niklas Stark,GER,DF,Werder Bremen,de Bundesliga,28.0,1088,12.1,2,0,2,2,0.2,0.2,0.0,5.0,37.0,0.16544117647058823,0.016544117647058824,1.8
Jason Steele,ENG,GK,Brighton,eng Premier League,32.0,1530,17.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal Stenzel,GER,DF,Stuttgart,de Bundesliga,27.0,1064,11.8,0,5,5,0,0.3,0.3,3.2,34.0,85.0,0.0,0.025375939849624055,-0.3
Leonidas Stergiou,SUI,DF,Stuttgart,de Bundesliga,21.0,594,6.6,1,0,1,1,0.4,0.4,0.4,6.0,17.0,0.15151515151515152,0.06060606060606061,0.6
Raheem Sterling,ENG,"FW,MF",Chelsea,eng Premier League,28.0,1978,22.0,8,4,12,8,6.5,6.5,4.5,120.0,78.0,0.3640040444893832,0.29575328614762386,1.5
Angelo Stiller,GER,MF,Stuttgart,de Bundesliga,22.0,2694,29.9,1,5,6,1,1.6,1.6,5.1,37.0,220.0,0.03340757238307349,0.053452115812917596,-0.6000000000000001
Kevin Stöger,AUT,MF,Bochum,de Bundesliga,29.0,2668,29.6,7,10,17,3,6.2,3.1,9.9,81.0,283.0,0.23613193403298352,0.20914542728635682,0.7999999999999998
John Stones,ENG,"DF,MF",Manchester City,eng Premier League,29.0,1064,11.8,1,0,1,1,1.0,1.0,0.2,16.0,57.0,0.08458646616541353,0.08458646616541353,0.0
Jørgen Strand Larsen,NOR,FW,Celta Vigo,es La Liga,23.0,2863,31.8,13,3,16,13,14.5,14.5,2.5,33.0,25.0,0.4086622424030737,0.4558155780649668,-1.5
Gabriel Strefezza,BRA,FW,Lecce,it Serie A,26.0,1112,12.4,1,0,1,0,2.5,1.7,1.2,34.0,54.0,0.08093525179856116,0.20233812949640287,-1.5
Kevin Strootman,NED,MF,Genoa,it Serie A,33.0,1207,13.4,0,2,2,0,0.1,0.1,1.3,13.0,61.0,0.0,0.007456503728251865,-0.1
Cristhian Stuani,URU,FW,Girona,es La Liga,36.0,804,8.9,9,3,12,9,9.6,9.6,1.9,3.0,5.0,1.007462686567164,1.0746268656716418,-0.5999999999999996
Álex Suárez,ESP,DF,Las Palmas,es La Liga,30.0,2562,28.5,2,0,2,2,1.2,1.2,0.2,12.0,109.0,0.0702576112412178,0.04215456674473068,0.8
Damián Suárez,URU,DF,Getafe,es La Liga,35.0,1299,14.4,0,2,2,0,0.3,0.3,0.8,20.0,58.0,0.0,0.020785219399538105,-0.3
Gabriel Suazo,CHI,DF,Toulouse,fr Ligue 1,25.0,2357,26.2,0,4,4,0,0.7,0.7,3.0,44.0,114.0,0.0,0.02672889266016122,-0.7
Isaac Success,NGA,"FW,MF",Udinese,it Serie A,27.0,880,9.8,1,1,2,1,2.7,1.9,1.1,15.0,17.0,0.10227272727272727,0.2761363636363637,-1.7000000000000002
Niklas Süle,GER,DF,Dortmund,de Bundesliga,27.0,1514,16.8,1,0,1,1,0.4,0.4,0.2,19.0,83.0,0.059445178335535004,0.023778071334214,0.6
Ibrahim Sulemana,GHA,MF,Cagliari,it Serie A,20.0,1339,14.9,2,0,2,2,0.8,0.8,0.1,15.0,27.0,0.13442867811799852,0.05377147124719941,1.2
Tomáš Suslov,SVK,"MF,FW",Hellas Verona,it Serie A,21.0,2092,23.2,3,5,8,2,3.5,2.6,3.6,46.0,64.0,0.12906309751434034,0.15057361376673042,-0.5
Suso,ESP,"MF,FW",Sevilla,es La Liga,29.0,1517,16.9,1,4,5,1,1.4,1.4,3.9,41.0,110.0,0.05932762030323006,0.08305866842452209,-0.3999999999999999
Mattias Svanberg,SWE,MF,Wolfsburg,de Bundesliga,24.0,1715,19.1,1,3,4,1,3.0,3.0,2.3,28.0,84.0,0.052478134110787174,0.1574344023323615,-2.0
Mile Svilar,SRB,GK,Roma,it Serie A,23.0,1350,15.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karol Świderski,POL,"FW,MF",Hellas Verona,it Serie A,26.0,504,5.6,2,0,2,2,1.7,1.7,0.4,3.0,13.0,0.3571428571428571,0.30357142857142855,0.30000000000000004
Abakar Sylla,CIV,DF,Strasbourg,fr Ligue 1,20.0,1792,19.9,2,0,2,2,1.6,1.6,0.5,8.0,72.0,0.10044642857142856,0.08035714285714286,0.3999999999999999
Issiaga Sylla,GUI,"DF,FW",Montpellier,fr Ligue 1,29.0,1455,16.2,1,2,3,1,1.4,1.4,1.7,29.0,43.0,0.061855670103092786,0.0865979381443299,-0.3999999999999999
Wojciech Szczęsny,POL,GK,Juventus,it Serie A,33.0,3150,35.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Szoboszlai,HUN,MF,Liverpool,eng Premier League,22.0,2104,23.4,3,2,5,3,3.7,3.7,5.8,75.0,152.0,0.12832699619771865,0.15826996197718632,-0.7000000000000002
Alexander Sørloth,NOR,FW,Villarreal,es La Liga,27.0,2489,27.7,23,6,29,23,12.3,12.3,4.4,48.0,40.0,0.8316593009240659,0.44475693049417436,10.7
Musa Al-Taamari,JOR,FW,Montpellier,fr Ligue 1,26.0,1928,21.4,5,2,7,5,3.6,3.6,3.5,81.0,54.0,0.23340248962655602,0.16804979253112035,1.4
Nicolás Tagliafico,ARG,DF,Lyon,fr Ligue 1,30.0,2123,23.6,3,1,4,3,2.6,2.6,1.0,32.0,105.0,0.12717852096090437,0.11022138483278379,0.3999999999999999
Jonathan Tah,GER,DF,Leverkusen,de Bundesliga,27.0,2631,29.2,4,1,5,4,2.1,2.1,0.3,17.0,133.0,0.13683010262257697,0.07183580387685291,1.9
Montassar Talbi,TUN,DF,Lorient,fr Ligue 1,25.0,2204,24.5,0,0,0,0,0.6,0.6,0.2,15.0,88.0,0.0,0.02450090744101633,-0.6
Adrien Tameze,CMR,"DF,MF",Torino,it Serie A,29.0,2146,23.8,0,2,2,0,0.7,0.7,2.2,22.0,90.0,0.0,0.029356943150046597,-0.7
Renato Tapia,PER,"MF,DF",Celta Vigo,es La Liga,28.0,1337,14.9,0,0,0,0,1.0,1.0,0.6,9.0,61.0,0.0,0.06731488406881077,-1.0
Edmond Tapsoba,BFA,DF,Leverkusen,de Bundesliga,24.0,2087,23.2,0,1,1,0,1.0,1.0,1.0,49.0,164.0,0.0,0.04312410158121706,-1.0
Oussama Targhalline,MAR,MF,Le Havre,fr Ligue 1,21.0,1025,11.4,0,0,0,0,0.2,0.2,0.4,27.0,70.0,0.0,0.0175609756097561,-0.2
James Tarkowski,ENG,DF,Everton,eng Premier League,30.0,3419,38.0,1,1,2,1,2.6,2.6,2.5,15.0,130.0,0.026323486399532026,0.06844106463878327,-1.6
Nuno Tavares,POR,DF,Nott'ham Forest,eng Premier League,23.0,457,5.1,0,0,0,0,0.2,0.2,0.5,14.0,24.0,0.0,0.03938730853391685,-0.2
Marcus Tavernier,ENG,FW,Bournemouth,eng Premier League,24.0,2118,23.5,3,4,7,3,3.9,3.9,5.2,79.0,84.0,0.1274787535410765,0.16572237960339944,-0.8999999999999999
Charlie Taylor,ENG,DF,Burnley,eng Premier League,29.0,2331,25.9,1,1,2,1,0.2,0.2,1.2,36.0,82.0,0.03861003861003861,0.007722007722007722,0.8
Loum Tchaouna,FRA,"FW,MF",Salernitana,it Serie A,19.0,2100,23.3,4,3,7,4,2.6,2.6,1.5,72.0,59.0,0.17142857142857143,0.11142857142857145,1.4
Jackson Tchatchoua,CMR,DF,Hellas Verona,it Serie A,21.0,1725,19.2,0,2,2,0,0.0,0.0,1.3,34.0,53.0,0.0,0.0,0.0
Enzo Tchato,CMR,DF,Montpellier,fr Ligue 1,20.0,1125,12.5,0,0,0,0,0.3,0.3,0.3,26.0,46.0,0.0,0.024,-0.3
Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,es La Liga,23.0,1987,22.1,3,1,4,3,1.3,1.3,0.9,28.0,111.0,0.13588324106693508,0.05888273779567187,1.7
Mathys Tel,FRA,"FW,MF",Bayern Munich,de Bundesliga,18.0,1050,11.7,7,5,12,7,3.7,3.7,2.3,45.0,27.0,0.6000000000000001,0.31714285714285717,3.3
Nathan Tella,NGA,"DF,MF",Leverkusen,de Bundesliga,24.0,819,9.1,5,2,7,5,3.5,3.5,3.2,35.0,28.0,0.5494505494505495,0.38461538461538464,1.5
Nahuel Tenaglia,ARG,DF,Alavés,es La Liga,27.0,1141,12.7,1,0,1,1,0.6,0.6,0.5,17.0,45.0,0.07887817703768624,0.04732690622261174,0.4
Arnau Tenas,ESP,GK,Paris S-G,fr Ligue 1,22.0,529,5.9,0,1,1,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
Marc-André ter Stegen,GER,GK,Barcelona,es La Liga,31.0,2520,28.0,0,0,0,0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0
Filippo Terracciano,ITA,DF,Hellas Verona,it Serie A,20.0,1296,14.4,0,1,1,0,0.3,0.3,1.0,26.0,51.0,0.0,0.020833333333333332,-0.3
Pietro Terracciano,ITA,GK,Fiorentina,it Serie A,33.0,2970,33.0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Ramón Terrats,ESP,"MF,DF",Villarreal,es La Liga,22.0,785,8.7,0,2,2,0,0.4,0.4,1.6,19.0,38.0,0.0,0.04585987261146497,-0.4
Martin Terrier,FRA,"FW,MF",Rennes,fr Ligue 1,26.0,1527,17.0,7,3,10,7,5.2,5.2,2.6,28.0,58.0,0.412573673870334,0.30648330058939094,1.7999999999999998
Kenny Tete,NED,DF,Fulham,eng Premier League,27.0,867,9.6,1,0,1,1,0.9,0.9,0.4,20.0,54.0,0.10380622837370243,0.09342560553633218,0.09999999999999998
Teddy Teuma,MLT,MF,Reims,fr Ligue 1,29.0,2113,23.5,6,3,9,5,3.1,2.3,3.7,29.0,157.0,0.2555608140085187,0.13203975390440134,2.9
Florian Thauvin,FRA,FW,Udinese,it Serie A,30.0,1710,19.0,5,3,8,4,4.7,3.9,4.2,71.0,69.0,0.2631578947368421,0.24736842105263157,0.2999999999999998
Arthur Theate,BEL,DF,Rennes,fr Ligue 1,23.0,2296,25.5,2,0,2,2,1.9,1.9,0.8,33.0,151.0,0.078397212543554,0.0744773519163763,0.10000000000000009
Norman Theuerkauf,GER,"MF,DF",Heidenheim,de Bundesliga,36.0,1259,14.0,0,1,1,0,0.4,0.4,0.8,15.0,46.0,0.0,0.028594122319301033,-0.4
Malick Thiaw,GER,DF,Milan,it Serie A,21.0,1619,18.0,0,1,1,0,0.6,0.6,0.1,15.0,70.0,0.0,0.033353922174181594,-0.6
Jan Thielmann,GER,"FW,DF",Köln,de Bundesliga,21.0,1579,17.5,1,0,1,1,2.3,2.3,1.1,46.0,51.0,0.056998100063331225,0.13109563014566178,-1.2999999999999998
Luke Thomas,ENG,DF,Sheffield Utd,eng Premier League,22.0,917,10.2,0,0,0,0,0.5,0.5,0.1,8.0,33.0,0.0,0.04907306434023991,-0.5
Adrien Thomasson,FRA,MF,Lens,fr Ligue 1,29.0,1193,13.3,1,2,3,1,3.8,3.8,3.9,20.0,68.0,0.07544006705783739,0.28667225481978204,-2.8
Morten Thorsby,NOR,MF,Genoa,it Serie A,27.0,1157,12.9,2,2,4,2,1.8,1.8,1.4,6.0,28.0,0.15557476231633535,0.14001728608470182,0.19999999999999996
Kristian Thorstvedt,NOR,MF,Sassuolo,it Serie A,24.0,2397,26.6,6,1,7,6,4.4,4.4,1.6,30.0,130.0,0.22528160200250313,0.165206508135169,1.5999999999999996
Khéphren Thuram,FRA,MF,Nice,fr Ligue 1,22.0,2108,23.4,1,1,2,1,3.4,3.4,3.7,67.0,104.0,0.04269449715370019,0.14516129032258066,-2.4
Marcus Thuram,FRA,FW,Inter,it Serie A,25.0,2687,29.9,13,7,20,13,14.3,14.3,3.7,68.0,47.0,0.43542984741347224,0.4789728321548195,-1.3000000000000007
Cheikh Tidiane Sabaly,SEN,"FW,MF",Metz,fr Ligue 1,24.0,1379,15.3,3,1,4,3,2.7,2.7,1.2,37.0,36.0,0.19579405366207397,0.17621464829586655,0.2999999999999998
Youri Tielemans,BEL,"MF,FW",Aston Villa,eng Premier League,26.0,1622,18.0,2,6,8,2,1.3,1.3,2.6,23.0,128.0,0.11097410604192355,0.0721331689272503,0.7
Kieran Tierney,SCO,DF,Real Sociedad,es La Liga,26.0,1238,13.8,0,2,2,0,0.2,0.2,0.6,22.0,77.0,0.0,0.014539579967689823,-0.2
Phillip Tietz,GER,FW,Augsburg,de Bundesliga,26.0,2382,26.5,8,4,12,8,8.2,8.2,2.6,19.0,51.0,0.30226700251889166,0.30982367758186397,-0.1999999999999993
Steffen Tigges,GER,FW,Köln,de Bundesliga,25.0,727,8.1,3,0,3,3,2.6,2.6,1.6,9.0,10.0,0.37138927097661617,0.3218707015130674,0.3999999999999999
Jean-Clair Todibo,FRA,DF,Nice,fr Ligue 1,23.0,2651,29.5,0,2,2,0,0.6,0.6,1.6,32.0,150.0,0.0,0.02036967182195398,-0.6
Harry Toffolo,ENG,DF,Nott'ham Forest,eng Premier League,27.0,1459,16.2,1,3,4,1,1.6,1.6,1.5,10.0,42.0,0.061686086360520906,0.09869773817683346,-0.6000000000000001
Umut Tohumcu,GER,MF,Hoffenheim,de Bundesliga,18.0,1011,11.2,0,2,2,0,0.5,0.5,1.1,18.0,46.0,0.0,0.044510385756676554,-0.5
